Data,DateTime,EventNumber,GpsPos,Team
100,2019-08-23 20:48:41,770,N1813.43W09427.93,Team Tosca
256,2019-08-23 20:49:41,331,N1813.43W09427.93,Team Tosca
1411,2019-08-23 20:49:41,640,N1813.43W09427.93,Team Tosca
1353,2019-08-23 20:49:41,650,N1813.43W09427.93,Team Tosca
100,2019-08-23 20:49:41,760,N1813.43W09427.93,Team Tosca
100,2019-08-23 20:49:41,770,N1813.43W09427.93,Team Tosca
268,2019-08-23 20:50:41,331,N1813.42W09427.93,Team Tosca
977,2019-08-23 20:50:41,640,N1813.42W09427.93,Team Tosca
1105,2019-08-23 20:50:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:50:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:50:41,770,N1813.42W09427.93,Team Tosca
280,2019-08-23 20:51:41,331,N1813.42W09427.93,Team Tosca
726,2019-08-23 20:51:41,640,N1813.42W09427.93,Team Tosca
843,2019-08-23 20:51:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:51:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:51:41,770,N1813.42W09427.93,Team Tosca
291,2019-08-23 20:52:41,331,N1813.42W09427.93,Team Tosca
729,2019-08-23 20:52:41,640,N1813.42W09427.93,Team Tosca
787,2019-08-23 20:52:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:52:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:52:41,770,N1813.42W09427.93,Team Tosca
302,2019-08-23 20:53:41,331,N1813.42W09427.93,Team Tosca
703,2019-08-23 20:53:41,640,N1813.42W09427.93,Team Tosca
767,2019-08-23 20:53:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:53:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:53:41,770,N1813.42W09427.93,Team Tosca
312,2019-08-23 20:54:41,331,N1813.42W09427.93,Team Tosca
728,2019-08-23 20:54:41,640,N1813.42W09427.93,Team Tosca
788,2019-08-23 20:54:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:54:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:54:41,770,N1813.42W09427.93,Team Tosca
0,2019-08-23 20:55:32,240,-,Team Tosca
996,2019-08-23 20:55:41,640,N1813.42W09427.93,Team Tosca
1021,2019-08-23 20:55:41,650,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:55:41,760,N1813.42W09427.93,Team Tosca
100,2019-08-23 20:55:41,770,N1813.42W09427.93,Team Tosca
0,2019-08-23 20:56:03,806,N1813.42W09427.93,Team Tosca
331,2019-08-23 20:56:41,331,N1813.42W09427.93,Team Tosca
2170,2019-08-23 20:56:41,640,N1813.42W09427.93,Team Tosca
2059,2019-08-23 20:56:41,650,N1813.42W09427.93,Team Tosca
97,2019-08-23 20:56:41,760,N1813.42W09427.93,Team Tosca
98,2019-08-23 20:56:41,770,N1813.42W09427.93,Team Tosca
344,2019-08-23 20:57:41,331,N1813.42W09427.93,Team Tosca
2142,2019-08-23 20:57:41,640,N1813.42W09427.93,Team Tosca
2065,2019-08-23 20:57:41,650,N1813.42W09427.93,Team Tosca
92,2019-08-23 20:57:41,760,N1813.42W09427.93,Team Tosca
94,2019-08-23 20:57:41,770,N1813.42W09427.93,Team Tosca
0,2019-08-23 20:58:07,250,-,Team Tosca
2060,2019-08-23 20:58:41,640,N1813.41W09427.93,Team Tosca
2005,2019-08-23 20:58:41,650,N1813.41W09427.93,Team Tosca
88,2019-08-23 20:58:41,760,N1813.41W09427.93,Team Tosca
90,2019-08-23 20:58:41,770,N1813.41W09427.93,Team Tosca
0,2019-08-23 20:58:51,165,N1813.41W09427.93,Team Tosca
0,2019-08-23 20:58:51,400,-,Team Tosca
0,2019-08-23 20:59:08,160,N1813.41W09427.93,Team Tosca
0,2019-08-23 20:59:08,380,-,Team Tosca
0,2019-08-23 20:59:46,190,-,Team Tosca
353,2019-08-23 20:59:46,330,N1813.41W09427.93,Team Tosca
0,2019-08-23 20:59:53,370,-,Team Tosca
0,2019-08-23 21:00:10,150,N1813.41W09427.93,Team Tosca
1,2019-08-23 21:04:08,300,-,Team Tosca
0,2019-08-23 21:57:31,811,N1813.38W09427.93,Team Tosca
2,2019-08-23 21:57:31,300,-,Team Tosca
0,2019-08-23 22:50:59,813,N1813.37W09427.93,Team Tosca
0,2019-08-23 22:56:00,160,N1813.37W09427.93,Team Tosca
0,2019-08-23 22:56:00,380,-,Team Tosca
0,2019-08-23 22:56:30,190,-,Team Tosca
0,2019-08-27 13:32:32,210,-,Team Tosca
0,2019-08-27 13:32:32,370,-,Team Tosca
0,2019-08-27 13:32:34,150,N1813.49W09427.91,Team Tosca
1,2019-08-27 13:34:15,430,-,Team Tosca
1941,2019-08-27 13:34:16,650,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:34:16,770,N1813.49W09427.91,Team Tosca
2,2019-08-27 13:34:17,430,-,Team Tosca
0,2019-08-27 13:34:24,390,-,Team Tosca
0,2019-08-27 13:34:36,155,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:35:01,450,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:35:01,250,-,Team Tosca
0,2019-08-27 13:35:08,165,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:35:08,400,-,Team Tosca
2375,2019-08-27 13:35:16,640,N1813.49W09427.91,Team Tosca
2287,2019-08-27 13:35:16,650,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:35:16,760,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:35:16,770,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:35:39,160,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:35:39,380,-,Team Tosca
0,2019-08-27 13:36:20,190,-,Team Tosca
0,2019-08-27 13:37:21,100,-,Team Tosca
0,2019-08-27 13:37:50,450,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:38:22,190,-,Team Tosca
0,2019-08-27 13:40:56,210,-,Team Tosca
0,2019-08-27 13:40:56,370,-,Team Tosca
0,2019-08-27 13:40:59,150,N1813.50W09427.91,Team Tosca
1,2019-08-27 13:42:39,430,-,Team Tosca
2,2019-08-27 13:42:42,430,-,Team Tosca
0,2019-08-27 13:42:47,390,-,Team Tosca
0,2019-08-27 13:43:00,155,N1813.50W09427.91,Team Tosca
2406,2019-08-27 13:43:16,640,N1813.50W09427.91,Team Tosca
2271,2019-08-27 13:43:16,650,N1813.50W09427.91,Team Tosca
100,2019-08-27 13:43:16,760,N1813.50W09427.91,Team Tosca
100,2019-08-27 13:43:16,770,N1813.50W09427.91,Team Tosca
0,2019-08-27 13:43:26,220,N1813.50W09427.91,Team Tosca
0,2019-08-27 13:43:26,806,N1813.50W09427.91,Team Tosca
6,2019-08-27 13:44:16,331,N1813.49W09427.91,Team Tosca
1652,2019-08-27 13:44:16,640,N1813.49W09427.91,Team Tosca
1573,2019-08-27 13:44:16,650,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:44:16,760,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:44:16,770,N1813.49W09427.91,Team Tosca
13,2019-08-27 13:45:16,331,N1813.49W09427.91,Team Tosca
2274,2019-08-27 13:45:16,640,N1813.49W09427.91,Team Tosca
2135,2019-08-27 13:45:16,650,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:45:16,760,N1813.49W09427.91,Team Tosca
100,2019-08-27 13:45:16,770,N1813.49W09427.91,Team Tosca
22,2019-08-27 13:46:16,331,N1813.49W09427.91,Team Tosca
2296,2019-08-27 13:46:16,640,N1813.49W09427.91,Team Tosca
2164,2019-08-27 13:46:16,650,N1813.49W09427.91,Team Tosca
96,2019-08-27 13:46:16,760,N1813.49W09427.91,Team Tosca
97,2019-08-27 13:46:16,770,N1813.49W09427.91,Team Tosca
30,2019-08-27 13:47:16,331,N1813.50W09427.91,Team Tosca
2168,2019-08-27 13:47:16,640,N1813.50W09427.91,Team Tosca
2073,2019-08-27 13:47:16,650,N1813.50W09427.91,Team Tosca
91,2019-08-27 13:47:16,760,N1813.50W09427.91,Team Tosca
92,2019-08-27 13:47:16,770,N1813.50W09427.91,Team Tosca
38,2019-08-27 13:48:16,331,N1813.50W09427.91,Team Tosca
2021,2019-08-27 13:48:16,640,N1813.50W09427.91,Team Tosca
1968,2019-08-27 13:48:16,650,N1813.50W09427.91,Team Tosca
87,2019-08-27 13:48:16,760,N1813.50W09427.91,Team Tosca
89,2019-08-27 13:48:16,770,N1813.50W09427.91,Team Tosca
47,2019-08-27 13:49:16,331,N1813.50W09427.91,Team Tosca
1918,2019-08-27 13:49:16,640,N1813.50W09427.91,Team Tosca
1887,2019-08-27 13:49:16,650,N1813.50W09427.91,Team Tosca
84,2019-08-27 13:49:16,760,N1813.50W09427.91,Team Tosca
86,2019-08-27 13:49:16,770,N1813.50W09427.91,Team Tosca
55,2019-08-27 13:50:16,331,N1813.49W09427.91,Team Tosca
1870,2019-08-27 13:50:16,640,N1813.49W09427.91,Team Tosca
1841,2019-08-27 13:50:16,650,N1813.49W09427.91,Team Tosca
82,2019-08-27 13:50:16,760,N1813.49W09427.91,Team Tosca
84,2019-08-27 13:50:16,770,N1813.49W09427.91,Team Tosca
63,2019-08-27 13:51:17,331,N1813.49W09427.91,Team Tosca
1824,2019-08-27 13:51:17,640,N1813.49W09427.91,Team Tosca
1798,2019-08-27 13:51:17,650,N1813.49W09427.91,Team Tosca
80,2019-08-27 13:51:17,760,N1813.49W09427.91,Team Tosca
82,2019-08-27 13:51:17,770,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:51:50,250,-,Team Tosca
1836,2019-08-27 13:52:17,640,N1813.49W09427.91,Team Tosca
1814,2019-08-27 13:52:17,650,N1813.49W09427.91,Team Tosca
78,2019-08-27 13:52:17,760,N1813.49W09427.91,Team Tosca
81,2019-08-27 13:52:17,770,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:52:34,165,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:52:34,400,-,Team Tosca
0,2019-08-27 13:52:49,160,N1813.49W09427.91,Team Tosca
0,2019-08-27 13:52:49,380,-,Team Tosca
0,2019-08-27 13:53:36,190,-,Team Tosca
70,2019-08-27 13:53:36,330,N1813.49W09427.91,Team Tosca
0,2019-08-27 14:51:36,370,-,Team Tosca
0,2019-08-27 14:51:41,150,N1813.50W09427.90,Team Tosca
1,2019-08-27 14:51:41,300,-,Team Tosca
0,2019-08-27 15:45:00,811,N1813.48W09427.92,Team Tosca
2,2019-08-27 15:45:01,300,-,Team Tosca
0,2019-08-27 16:37:54,813,N1813.46W09427.94,Team Tosca
0,2019-08-27 16:42:54,160,N1813.46W09427.94,Team Tosca
0,2019-08-27 16:42:54,380,-,Team Tosca
0,2019-08-27 16:43:24,190,-,Team Tosca
98,2019-08-14 22:33:02,770,N2943.70W09513.45,Team Tosca
1543,2019-08-14 22:34:02,341,N2943.70W09513.45,Team Tosca
638,2019-08-14 22:34:02,640,N2943.70W09513.45,Team Tosca
606,2019-08-14 22:34:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:34:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:34:02,770,N2943.70W09513.45,Team Tosca
1557,2019-08-14 22:35:02,341,N2943.70W09513.45,Team Tosca
639,2019-08-14 22:35:02,640,N2943.70W09513.45,Team Tosca
607,2019-08-14 22:35:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:35:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:35:02,770,N2943.70W09513.45,Team Tosca
1572,2019-08-14 22:36:02,341,N2943.70W09513.45,Team Tosca
638,2019-08-14 22:36:02,640,N2943.70W09513.45,Team Tosca
606,2019-08-14 22:36:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:36:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:36:02,770,N2943.70W09513.45,Team Tosca
1586,2019-08-14 22:37:02,341,N2943.70W09513.45,Team Tosca
637,2019-08-14 22:37:02,640,N2943.70W09513.45,Team Tosca
609,2019-08-14 22:37:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:37:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:37:02,770,N2943.70W09513.45,Team Tosca
1600,2019-08-14 22:38:02,341,N2943.70W09513.45,Team Tosca
636,2019-08-14 22:38:02,640,N2943.70W09513.45,Team Tosca
605,2019-08-14 22:38:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:38:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:38:02,770,N2943.70W09513.45,Team Tosca
1614,2019-08-14 22:39:02,341,N2943.70W09513.45,Team Tosca
635,2019-08-14 22:39:02,640,N2943.70W09513.45,Team Tosca
604,2019-08-14 22:39:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:39:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:39:02,770,N2943.70W09513.45,Team Tosca
1628,2019-08-14 22:40:02,341,N2943.70W09513.45,Team Tosca
634,2019-08-14 22:40:02,640,N2943.70W09513.45,Team Tosca
603,2019-08-14 22:40:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:40:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:40:02,770,N2943.70W09513.45,Team Tosca
1642,2019-08-14 22:41:02,341,N2943.70W09513.45,Team Tosca
633,2019-08-14 22:41:02,640,N2943.70W09513.45,Team Tosca
603,2019-08-14 22:41:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:41:02,760,N2943.70W09513.45,Team Tosca
98,2019-08-14 22:41:02,770,N2943.70W09513.45,Team Tosca
1656,2019-08-14 22:42:02,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:42:02,640,N2943.70W09513.45,Team Tosca
603,2019-08-14 22:42:02,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:42:02,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:42:02,770,N2943.70W09513.45,Team Tosca
1670,2019-08-14 22:43:03,341,N2943.70W09513.45,Team Tosca
630,2019-08-14 22:43:03,640,N2943.70W09513.45,Team Tosca
609,2019-08-14 22:43:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:43:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:43:03,770,N2943.70W09513.45,Team Tosca
1684,2019-08-14 22:44:03,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:44:03,640,N2943.70W09513.45,Team Tosca
609,2019-08-14 22:44:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:44:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:44:03,770,N2943.70W09513.45,Team Tosca
1698,2019-08-14 22:45:03,341,N2943.70W09513.45,Team Tosca
629,2019-08-14 22:45:03,640,N2943.70W09513.45,Team Tosca
609,2019-08-14 22:45:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:45:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:45:03,770,N2943.70W09513.45,Team Tosca
1713,2019-08-14 22:46:03,341,N2943.70W09513.45,Team Tosca
628,2019-08-14 22:46:03,640,N2943.70W09513.45,Team Tosca
607,2019-08-14 22:46:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:46:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:46:03,770,N2943.70W09513.45,Team Tosca
1727,2019-08-14 22:47:03,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:47:03,640,N2943.70W09513.45,Team Tosca
606,2019-08-14 22:47:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:47:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:47:03,770,N2943.70W09513.45,Team Tosca
1741,2019-08-14 22:48:03,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:48:03,640,N2943.70W09513.45,Team Tosca
605,2019-08-14 22:48:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:48:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:48:03,770,N2943.70W09513.45,Team Tosca
1755,2019-08-14 22:49:03,341,N2943.70W09513.45,Team Tosca
626,2019-08-14 22:49:03,640,N2943.70W09513.45,Team Tosca
604,2019-08-14 22:49:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:49:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:49:03,770,N2943.70W09513.45,Team Tosca
1769,2019-08-14 22:50:03,341,N2943.70W09513.45,Team Tosca
622,2019-08-14 22:50:03,640,N2943.70W09513.45,Team Tosca
601,2019-08-14 22:50:03,650,N2943.70W09513.45,Team Tosca
94,2019-08-14 22:50:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:50:03,770,N2943.70W09513.45,Team Tosca
1783,2019-08-14 22:51:03,341,N2943.70W09513.45,Team Tosca
631,2019-08-14 22:51:03,640,N2943.70W09513.45,Team Tosca
603,2019-08-14 22:51:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:51:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:51:03,770,N2943.70W09513.45,Team Tosca
1797,2019-08-14 22:52:03,341,N2943.70W09513.45,Team Tosca
632,2019-08-14 22:52:03,640,N2943.70W09513.45,Team Tosca
601,2019-08-14 22:52:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:52:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:52:03,770,N2943.70W09513.45,Team Tosca
1810,2019-08-14 22:53:03,341,N2943.70W09513.45,Team Tosca
628,2019-08-14 22:53:03,640,N2943.70W09513.45,Team Tosca
599,2019-08-14 22:53:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:53:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:53:03,770,N2943.70W09513.45,Team Tosca
1824,2019-08-14 22:54:03,341,N2943.70W09513.45,Team Tosca
626,2019-08-14 22:54:03,640,N2943.70W09513.45,Team Tosca
596,2019-08-14 22:54:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:54:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:54:03,770,N2943.70W09513.45,Team Tosca
1838,2019-08-14 22:55:03,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:55:03,640,N2943.70W09513.45,Team Tosca
597,2019-08-14 22:55:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:55:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:55:03,770,N2943.70W09513.45,Team Tosca
1852,2019-08-14 22:56:03,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 22:56:03,640,N2943.70W09513.45,Team Tosca
596,2019-08-14 22:56:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:56:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:56:03,770,N2943.70W09513.45,Team Tosca
1866,2019-08-14 22:57:03,341,N2943.70W09513.45,Team Tosca
621,2019-08-14 22:57:03,640,N2943.70W09513.45,Team Tosca
589,2019-08-14 22:57:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:57:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:57:03,770,N2943.70W09513.45,Team Tosca
1880,2019-08-14 22:58:03,341,N2943.70W09513.45,Team Tosca
628,2019-08-14 22:58:03,640,N2943.70W09513.45,Team Tosca
596,2019-08-14 22:58:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:58:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:58:03,770,N2943.70W09513.45,Team Tosca
1892,2019-08-14 22:59:03,341,N2943.70W09513.45,Team Tosca
620,2019-08-14 22:59:03,640,N2943.70W09513.45,Team Tosca
588,2019-08-14 22:59:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 22:59:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 22:59:03,770,N2943.70W09513.45,Team Tosca
1905,2019-08-14 23:00:03,341,N2943.70W09513.45,Team Tosca
623,2019-08-14 23:00:03,640,N2943.70W09513.45,Team Tosca
590,2019-08-14 23:00:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:00:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:00:03,770,N2943.70W09513.45,Team Tosca
1919,2019-08-14 23:01:03,341,N2943.70W09513.45,Team Tosca
632,2019-08-14 23:01:03,640,N2943.70W09513.45,Team Tosca
596,2019-08-14 23:01:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:01:03,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:01:03,770,N2943.70W09513.45,Team Tosca
1933,2019-08-14 23:02:03,341,N2943.70W09513.45,Team Tosca
633,2019-08-14 23:02:03,640,N2943.70W09513.45,Team Tosca
601,2019-08-14 23:02:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:02:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:02:03,770,N2943.70W09513.45,Team Tosca
1947,2019-08-14 23:03:03,341,N2943.70W09513.45,Team Tosca
632,2019-08-14 23:03:03,640,N2943.70W09513.45,Team Tosca
602,2019-08-14 23:03:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:03:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:03:03,770,N2943.70W09513.45,Team Tosca
1961,2019-08-14 23:04:03,341,N2943.70W09513.45,Team Tosca
631,2019-08-14 23:04:03,640,N2943.70W09513.45,Team Tosca
601,2019-08-14 23:04:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:04:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:04:03,770,N2943.70W09513.45,Team Tosca
1975,2019-08-14 23:05:03,341,N2943.70W09513.45,Team Tosca
629,2019-08-14 23:05:03,640,N2943.70W09513.45,Team Tosca
601,2019-08-14 23:05:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:05:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:05:03,770,N2943.70W09513.45,Team Tosca
1988,2019-08-14 23:06:03,341,N2943.70W09513.45,Team Tosca
624,2019-08-14 23:06:03,640,N2943.70W09513.45,Team Tosca
598,2019-08-14 23:06:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:06:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:06:03,770,N2943.70W09513.45,Team Tosca
2002,2019-08-14 23:07:03,341,N2943.70W09513.45,Team Tosca
624,2019-08-14 23:07:03,640,N2943.70W09513.45,Team Tosca
600,2019-08-14 23:07:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:07:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:07:03,770,N2943.70W09513.45,Team Tosca
2016,2019-08-14 23:08:03,341,N2943.70W09513.45,Team Tosca
621,2019-08-14 23:08:03,640,N2943.70W09513.45,Team Tosca
598,2019-08-14 23:08:03,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:08:03,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:08:03,770,N2943.70W09513.45,Team Tosca
2030,2019-08-14 23:09:04,341,N2943.70W09513.45,Team Tosca
623,2019-08-14 23:09:04,640,N2943.70W09513.45,Team Tosca
599,2019-08-14 23:09:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:09:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:09:04,770,N2943.70W09513.45,Team Tosca
2044,2019-08-14 23:10:04,341,N2943.70W09513.45,Team Tosca
617,2019-08-14 23:10:04,640,N2943.70W09513.45,Team Tosca
596,2019-08-14 23:10:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:10:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:10:04,770,N2943.70W09513.45,Team Tosca
2057,2019-08-14 23:11:04,341,N2943.70W09513.45,Team Tosca
621,2019-08-14 23:11:04,640,N2943.70W09513.45,Team Tosca
599,2019-08-14 23:11:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:11:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:11:04,770,N2943.70W09513.45,Team Tosca
2071,2019-08-14 23:12:04,341,N2943.70W09513.45,Team Tosca
618,2019-08-14 23:12:04,640,N2943.70W09513.45,Team Tosca
598,2019-08-14 23:12:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:12:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:12:04,770,N2943.70W09513.45,Team Tosca
2085,2019-08-14 23:13:04,341,N2943.70W09513.45,Team Tosca
634,2019-08-14 23:13:04,640,N2943.70W09513.45,Team Tosca
612,2019-08-14 23:13:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:13:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:13:04,770,N2943.70W09513.45,Team Tosca
2098,2019-08-14 23:14:04,341,N2943.70W09513.45,Team Tosca
637,2019-08-14 23:14:04,640,N2943.70W09513.45,Team Tosca
615,2019-08-14 23:14:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:14:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:14:04,770,N2943.70W09513.45,Team Tosca
2112,2019-08-14 23:15:04,341,N2943.70W09513.45,Team Tosca
636,2019-08-14 23:15:04,640,N2943.70W09513.45,Team Tosca
614,2019-08-14 23:15:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:15:04,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 23:15:04,770,N2943.70W09513.45,Team Tosca
2126,2019-08-14 23:16:04,341,N2943.70W09513.45,Team Tosca
634,2019-08-14 23:16:04,640,N2943.70W09513.45,Team Tosca
608,2019-08-14 23:16:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:16:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:16:04,770,N2943.70W09513.45,Team Tosca
2140,2019-08-14 23:17:04,341,N2943.70W09513.45,Team Tosca
633,2019-08-14 23:17:04,640,N2943.70W09513.45,Team Tosca
606,2019-08-14 23:17:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:17:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:17:04,770,N2943.70W09513.45,Team Tosca
2153,2019-08-14 23:18:04,341,N2943.70W09513.45,Team Tosca
640,2019-08-14 23:18:04,640,N2943.70W09513.45,Team Tosca
613,2019-08-14 23:18:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:18:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:18:04,770,N2943.70W09513.45,Team Tosca
2167,2019-08-14 23:19:04,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 23:19:04,640,N2943.70W09513.45,Team Tosca
618,2019-08-14 23:19:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:19:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:19:04,770,N2943.70W09513.45,Team Tosca
2181,2019-08-14 23:20:04,341,N2943.70W09513.45,Team Tosca
640,2019-08-14 23:20:04,640,N2943.70W09513.45,Team Tosca
615,2019-08-14 23:20:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:20:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:20:04,770,N2943.70W09513.45,Team Tosca
2195,2019-08-14 23:21:04,341,N2943.70W09513.45,Team Tosca
639,2019-08-14 23:21:04,640,N2943.70W09513.45,Team Tosca
612,2019-08-14 23:21:04,650,N2943.70W09513.45,Team Tosca
95,2019-08-14 23:21:04,760,N2943.70W09513.45,Team Tosca
99,2019-08-14 23:21:04,770,N2943.70W09513.45,Team Tosca
2209,2019-08-14 23:22:04,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 23:22:04,640,N2943.70W09513.45,Team Tosca
